label	text_a
办公	广博GBR0660  60型软面抄
个护	200ML100年润发水润去屑洗发露N4
休闲食品	136G溜溜梅九制梅
玩具	3617变形
个护	振东家护私处护理精华洗液80ml女性专用温和呵护清洁止痒
家居	ST-8129尚泰随行保温壶
粮油速食	桂冠鱼子蛋240g金线鱼浆鱼蛋丸子火锅食材烧烤煮汤麻辣烫
母婴	禾泱泱宝宝零食鱼香海苔脆片儿童零食夹心烘焙脆片16g
母婴	Aveeno 艾惟诺 婴儿润肤乳227g*2天然燕麦舒缓宝宝面霜乳液润肤乳深蓝原装进口
水果	宏辉果蔬出品十八臻橙赣南脐橙3kg礼盒装单果180g~230g新鲜橙子生鲜水果
个护	40.5G友谊护肤脂
美妆	圣罗兰YSL黑色奥飘茗女士香水黑鸦片50ml
粮油速食	西贝贾国龙功夫菜 蘑菇汤莜面鱼鱼650g/盒
办公	齐心A4长押夹1
美妆	丸美乳液精华乳弹力蛋白凝时紧致乳80g
酒饮冲调	澳大利亚进口红酒奔富Penfolds奔富窖藏系列歌海娜干红葡萄酒750ml
休闲食品	啪啪通虾片冬阴功味40g
粮油速食	恒都国产原味牛肉丸400g/袋200g*2
个护	参半乐活益生菌漱口水清新口气深层清洁长效保护500mL*2西柚味
家居	G102-280富光玻璃泡杯
粮油速食	帕尔司风味咸猪肘850g德国风味咸猪手猪蹄膀猪肘子生鲜猪肘子熟食原料猪肉生鲜
乳品	明治meiji醇壹牛奶950ml低温鲜牛奶高温杀菌乳
办公	联众笔袋87651
酒饮冲调	1.5L女儿红黄酒
家居	炫布7449男式5双装丝袜
休闲食品	85ML*4旺旺冻痴香芋
粮油速食	中粮初萃原香花生油4L一级压榨
酒饮冲调	汉口二厂 含气荔枝果汁汽水275ml*1瓶
粮油速食	大龙火锅牛毛肚片230g生鲜千层肚牛百叶牛肉丸火锅食材关东煮冒菜串串家庭火锅冷链固形物≥70%
家居	爱立德4907多用刀刨
水果	楼兰香无籽西瓜
水产	三都港 日式蒲烧烤鳗鱼段180g*1盒
母婴	雅培小安素全营养配方粉香草味1-10岁400克新加坡进口
乳品	蒙牛蒂兰圣雪小罐茶茉莉绿茶口味冰淇淋90g
休闲食品	迪士尼大礼袋545g
办公	C烂笔头789-1F小清新
休闲食品	散称铁观音2
家居	琴岛舒适  双人双控电热毯803150
玩具	游戏大亨 中国之旅 105
酒饮冲调	徽六红茶茶叶礼盒200g祁门红茶国风红系列礼盒装
休闲食品	旺仔小馒头45g
酒饮冲调	买一送一柔雅汤沟银柔雅42°500mL
个护	丹姿美白护肤礼盒
鞋靴箱包	国人健步GR006M男士凉布鞋
休闲食品	口水娃零食小鱼仔小鱼干口水鱼麻辣味12g*20/盒
水果	无冠凤梨
家居	禧天龙前开盖收纳箱衣物玩具整理箱零食食物储物箱组合床头柜35升3个装石青色
清洁	600G*2威猛先生洁菌适除菌洁厕液草本
办公	花花公子铱金钢笔F-5901
休闲食品	100G马大姐话梅糖
休闲食品	港福奥贝芙奶油206g
玩具	936-339沙滩玩具
粮油速食	湾仔码头大吉大利阿华田麦芽可可汤圆330g15只早餐点心夜宵甜品
服饰内衣	城德美013
清洁	洁柔厨房卷纸巾C&S加厚双层75节*8卷
礼品	1.05米对开单包对联8052
清洁	MQ34110慕风10连包全能抽纸纸面巾
个护	珂拉琪轻吻柔雾哑光口红V09
休闲食品	康师傅3+2苏打夹心饼干清新柠檬500g
休闲食品	520G亚星麦特尔绿豆饼
酒饮冲调	T900G艾索黑麦片
休闲食品	70G好丽友呀土豆蜂蜜黄油薯条
粮油速食	姚朵朵 海蛎干100g5包*1盒
酒饮冲调	珍津香酥炸鸡料45g
健康食品	北京同仁堂乳清蛋白粉礼盒装10g/袋*60袋总统牌独立包装
餐饮	一品精制蒸包
休闲食品	楼兰蜜语新疆甜甜枣500g*2袋
粮油速食	金太阳餐饮专用食用调和油20L
母婴	多美滋金装优阶幼儿配方奶粉盒装1200g
休闲食品	【徐福记混合口味巴旦木牛轧糖盒装180g休闲零食品下午茶点心多口味婚庆喜糖
健康	海氏海诺卫特多化妆棉签双头 螺旋头+挤痘工具上药掏耳朵棉棒
家居	QM-2127清清美蒸笼布
粮油速食	散绵白糖
运动	喜羊羊YY-291乒乓球拍
家居	55纳旅方胖洗漱化妆包
美妆	KIKO4系小黑管耀色口红3g443鎏金少女中国定制色
餐饮	洋姜片咸菜
酒饮冲调	张裕佐餐级干红750ml
个护	蜂花滋养护发素润发乳1L橄榄精华营养保湿男女士改善干枯毛躁补水顺滑
个护	京造益生菌樱花酵素漱口水500ml*3瓶去牙渍儿童可用
个护	三金桂林西瓜霜牙膏185g
粮油速食	知味观东坡肉200g熟食腊味酱卤肉卤味特产小吃
蔬菜	小西芹
粮油速食	马大姐火锅豆制品拼盘350g*1盒四拼
家电	公牛新国标插座插线板插排10位总控全长3米
汽车用品	轮毂清洗剂
休闲食品	啪啪通零食大礼包315g*1袋
餐饮	盘阳饼
办公	16K精装银行记账本
个护	狮王无糖防蛀儿童牙膏橙子味温和洁净可吞咽40gx3
家电	九阳肉机家用双刀电动多功能料理机搅拌婴儿辅食机切菜绞馅不锈钢碎肉S18-LA503
家居	0220英派多维立体纸篓
家居	克芮思托歆香壶1.5L NC8588
粮油速食	魔法士干脆面礼盒6味随机混箱方便面4口味发货24g*48
个护	美加净多效修护护手霜175ml
家居	盛合亿彩棉记忆枕30*50
办公	晶晶画写板908
休闲食品	白色恋人白巧克力夹心饼干12枚132g*1盒
休闲食品	香疆恬语健康坚果炒货大颗粒去皮原味焙烤腰果仁330g/罐
粮油速食	光友经典酸辣粉五连包105g*5袋装
办公	得力58202盒装HB铅笔12支
酒饮冲调	长城特选解百纳干红武龙买一送一750ml
家居	华冉30精致锅盖
个护	100ML美加净水润保湿防晒乳
家居	铁洛尼袜4369
家居	茶花101004C型宽肩无痕衣架
家居	H310雅诚德特惠6港式护边碗
餐饮	满口香拌菠菜
个护	30G七分妆烟酰胺水光清透面膜
粮油速食	161G*5康师傅大食袋老陈醋酸辣牛肉面
休闲食品	T150G喜之郎果冻爽芒果味
休闲食品	好心情迪士尼公主钻石戒指糖儿童趣味糖果结婚喜糖18支盒装
个护	长命磨毛牙刷801
家居	美厨剪刀厨房剪厨房剪刀鱼骨剪烤肉剪剔骨剪MCPJ240
粮油速食	华润五丰鲜稻官有机稻花香2号大米有机东北大米五常大米2kg
个护	195ML澳雪驱蚊花露水清新醒神
3C数码	小米AI音箱白色小爱同学智能音箱
酒饮冲调	380ML*12农夫山泉量贩包水
酒饮冲调	味好美麻辣炸鸡45g
酒饮冲调	上气轻精酿啤酒整箱桂花风味比利时小麦啤酒500ml*12听/罐麦香浓郁泡沫丰富
鞋靴箱包	足圣童鞋
家电	雀巢多趣酷思趣享星愿胶囊咖啡机礼盒内含GeniosStar咖啡机+胶囊*2+星愿杯*2+水彩笔*1
休闲食品	格力高盒装黄油味夹心饼干61.65g*1盒
个护	百雀羚气韵臻白如玉精华素30ml
粮油速食	奥尔良烤鸡300g*1袋
清洁	霏羽擦手纸加厚150抽20包厨房用纸吸油纸巾CS002
酒饮冲调	300ML青世家桃气奶啤
水产	水鲜缘 鲜冻墨鱼仔250g*1袋
个护	佳洁士3D炫白茉莉茶爽牙膏240克
粮油速食	5KG金龙鱼精选珍珠米
家居	ZYT-507卓艺庭长柄疏齿手工木梳
3C数码	斑马牌ZEBRA速干油性小双头记号笔多用签字笔光盘笔勾线描边笔YYTS5黑色10支装
乳品	晨光纯牛奶200ml*12盒
家居	037001茶花欧铂兹*餐具盒
清洁	白猫柠檬红茶洗洁精5kg/瓶10斤
办公	晨光白30M大容量修正带ACT52801
服饰内衣	ZCB风衣-288
个护	195G三金西瓜霜植萃草本炫齿白牙膏
服饰内衣	三枪圆领男短袖21095 100#
母婴	50G宝宝金水婴幼儿多效舒缓膏
健康食品	云南白药三七粉豹七超细粉2g*30袋/盒
休闲食品	1250026750G雀巢脆脆鲨巧克力味威化饼干
服饰内衣	秋冬外套2
粮油速食	自嗨锅泡嗨了广西柳州正宗螺蛳粉191g*6桶整箱装
家居	临缘衬裤
清洁	HE6220E好舒爽20片瞬洁舒芯纤巧干
办公	喜羊羊印章组合C 4721
家居	超人毛球修剪器SR2868
休闲食品	阿尔卑斯焦香源味喜糖单粒包装袋装1kg约250颗
家居	韩艺绝美佳音-8窝边盘
清洁	8片护舒宝液体敏感肌肤系列量多日用卫生巾
休闲食品	好巴食小米通320g
母婴	雅培亲体金装喜康力二段盒装400g
个护	丹姿悦植粹绿茶控油细肤弹力面膜19g
家居	普利诗盒裤33235
水产	牧唐记 牛黄喉150g*1盒
清洁	20片护舒宝透气无香护垫
健康食品	东阿阿胶阿胶速溶粉6g*24袋/罐阿胶粉
酒饮冲调	沪生堂玉米生粉240g
个护	云南白药益生菌养护多味套装
休闲食品	沃隆蓝莓干180g/罐美国进口蜜饯果干果脯酸甜开胃
办公	广博NB-6895双层保管箱
水产	冷鲜三去鲫鱼200g*1盒
家居	魔幻厨房MagicKitchen封口机家用迷你牛轧糖雪花酥曲奇饼干塑料袋封口器手压式电热密封器
家居	普利诗盒裤33243
家居	狮洛德喜字拉花套装婚房布置中式婚礼卧室客厅电视墙婚房装饰结婚用品气球桌飘套装
清洁	奇强柔顺护理洗衣液
清洁	维达抽纸超韧3层100抽盒装*3盒纸巾中规格
个护	380ML韩泥坊樱花花瓣精油沐浴露
鞋靴箱包	SY-453世易男凉拖
办公	上汇7106固体胶个
玩具	得力deli21g强粘性PVP材质固体胶水/胶棒无甲醛配方单只装办公用品7122
美妆	珀莱雅人鱼公主面膜33片水养20pc+雪润13pc
粮油速食	九三非转基因三级大豆油1.8L
休闲食品	洽洽皇葵瓜子山核桃味葵花籽110g
家居	爱得利纱布手帕3条装DT29A
鞋靴箱包	联众 BM0318 米奇书包
粮油速食	720G湾仔码头秘制香辣味猪肉水饺
清洁	雀氏柔润金棉婴儿纸尿裤M
家居	罗莱家纺床上四件套纯棉床单被套被罩新疆棉简约套件冰岛晨光蓝色1.5米床200*230cm
家居	WMF刀具两件套家用不锈钢多功能水果刀三德刀料理刀切菜刀
休闲食品	十月初五奶油鸡蛋卷330g
粮油速食	清香园馄饨皮
服饰内衣	塞莽女花袄101
肉禽蛋	金亥精修牛腩块400g*2袋
粮油速食	欢乐家糖水黄桃罐头新鲜水果罐头256g*12瓶整箱装
休闲食品	75G品品逗嘴奥尔良鸡小腿
家居	QM-3770清清美无痕吹风机收纳架
餐饮	煮花生A
母婴	碧芭宝贝Beaba 盛夏光年拉拉裤 XXXL码30片18kg以上加大码裤型纸尿裤尿不湿裸感纤薄
家居	广客隆无纺布购物袋
家居	天美家德5寸蓝钻石高脚碗
粮油速食	今麦郎大今野拉面香辣牛肉面24袋
清洁	金纺衣物柔顺剂柔软亲肤防静电纯净温和1L
酒饮冲调	500ML珍酒53度五年
酒饮冲调	粉象Delirium浅粉象啤酒 组合装 330ml*6瓶  精酿啤酒 比利时进口
办公	ASL36201考试必备2B电脑涂卡铅芯
个护	4G霞飞男士润唇膏
家居	T焕龙HL5005儿童趣味拉背条
休闲食品	21G酷滋压片柠檬味薄荷糖
家居	顺祥伏尔思陶瓷3件套礼盒
服饰内衣	福惠040款针织衫WL
玩具	LD-8030-1林达会讲故事的惯性挖机A
餐饮	海螺肉
休闲食品	刺猬阿甘 山药脆片香葱味80g*1袋
酒饮冲调	500ML11度艾尔特制啤酒
清洁	500G蓝月亮风清白兰手洗专用洗衣液袋
个护	Libresse薇尔 加长夜用卫生巾极薄棉柔 V感系列 420mm*6片
个护	140G黑人超白矿物盐牙膏
个护	50G*2迪彩染发膏自然黑
母婴	babycareAirpro拉拉裤L329-14kg
粮油速食	海天 辣黄豆酱800g
家居	洁玉爱丁堡畅想浴巾JY-1523B
个护	20G大宝眼角皱纹蜜
玩具	得力deli经典学生削笔机/铅笔削笔器/卷笔刀/转笔刀蓝色0641
水果	袋装甘蔗肉
休闲食品	10G添乐卡通王奥特蛋巧克力豆
乳品	简爱 原味裸酸奶1.08kg*1瓶
家居	康依莱女式中老年莫代尔文胸新
酒饮冲调	210G味聚特香菇牛肉酱
水产	净乌子干
健康食品	古方红糖 古法红糖 产妇红糖 月子老秋蔗 200g
家居	MBDTM妙洁中号桌布
清洁	228G*2奇强玫瑰香型晶彩皂红
酒饮冲调	泰山啤酒TAISHAN8度可乐原浆啤酒300mL*24瓶啤酒整箱装
清洁	绿之源植物精油驱蚊手环3支装婴儿童驱蚊防蚊手环可爱手环成人户外防汗手环孕妇时尚镂空款
粮油速食	广州酒家流沙凤凰包337.5g*1袋9只装
家居	公牛H20603m三重防雷墙插座
个护	六神沐浴露莲心+荷花清爽沐浴露1000ml
酒饮冲调	冠生园 蜂蜜500g*1瓶
服饰内衣	AB男平角裤0982XXL
家居	晟旎尚品衣架木质衣架实木晾衣架无痕衣服撑子原木色5只装
酒饮冲调	德国进口 豪铂字母 小麦啤酒330ml*24听 整箱装
肉禽蛋	奥尔良烤翅中Y
母婴	美素佳儿幼儿配方奶粉3段400克小鲜盒荷兰原装进口
家居	0713寰宇粘钩
酒饮冲调	500ML珍酒53度献礼版
服饰内衣	白仕龙2053/2055/2057男士裤子
健康	冈本 天然乳胶橡胶避孕套 003黄金版贴身超薄*2片
家居	京造竞速跳绳钢丝跳绳健身双轴承长度可调儿童学生中考比赛专用太空银
休闲食品	600G归元春堂阿胶薏仁粉
个护	第六感螺纹12只装
餐饮	大嘴特价猪皮冻
美妆	OPI透明护理底油15ml护理系营养护甲油持久裸色指甲油
清洁	妙管家地板清洁剂薰衣草香2kg/瓶
个护	飘柔净爽去屑洗发露200ml
办公	伙伴16K80胶套作文本
粮油速食	久久丫虎皮凤爪130g*2盒
办公	16K200型四方伙伴胶套本
休闲食品	100ML*6金日灵芝氨基酸口服液
粮油速食	五御凝香五常长粒香东北大米当季新米2.5kg
3C数码	亚太森博派部落80gA3复印纸打印纸A3加厚打印500张/包5包/箱2500张百旺系列
办公	锦厦83100商务本
酒饮冲调	景田百岁山 饮用天然矿泉水348ml*6瓶
水产	上麟记 千岛湖有机鳙鱼鱼头1kg*1盒
粮油速食	700G金锣火山石烤肠原味
粮油速食	翔泰国产海南金鲳鱼900g2条火锅无公害认证全程可追溯鱼类生鲜烧烤食材BAP认证海鲜水产
家居	恒源祥相亲相爱毛巾2GT2403
清洁	碧浪除菌抑菌洗衣凝珠海洋18颗盒装
个护	力士洗护套装大白瓶水润丝滑洗发水护发素新老包装随机
酒饮冲调	珠江啤酒PEARLRIVER珠江牌菠萝啤330ml*24听整箱装
个护	500G朗力福茶树精油洗手液
家居	时代金宝美式直行保温提锅
水产	子乌
清洁	永润大尾巴婴儿湿巾25片
家居	采菲泳衣
家电	TAR-Z5003T爱仕达电饭锅
玩具	8278积木
个护	白猫清凉油10g
酒饮冲调	新西兰叶·夕舞马尔堡长相思白葡萄酒2019 750ml
蔬菜	折扣优蔬汇长南瓜
家居	佳佰奶锅不粘锅辅食锅电磁炉燃气用18cm蓝色小汤锅
休闲食品	奥赛散称山楂条果蔬、红枣、蔓越莓
休闲食品	68G尚上坊香辣牛板筋
家居	张小泉强力剪HSS-170B
酒饮冲调	1830 琥珀啤酒 精酿啤酒 组合装 330ml*6瓶  比利时进口
肉禽蛋	台式烤肠
玩具	保时捷帕拉梅拉1:14SX-1022
酒饮冲调	60G*4杯鹿角巷牛乳茶组合装
家居	佳佰麦饭石煎炒锅无油烟平底不粘锅电磁炉燃气灶通用30cm
美妆	全棉时代面膜芦荟补水嫩肌面膜8片/盒
休闲食品	T146G好时之吻杏仁牛奶巧克力
服饰内衣	灵芝叶茄克1169/1173
休闲食品	125G康师傅3+2苏打香草巧克力
休闲食品	士力架花生散称
母婴	秋冬款内衣套装3
酒饮冲调	乌江涪陵榨菜鲜爽菜丝60g
服饰内衣	AB男少年三角裤3072S
家居	314001茶花优厚L8铝箔纸
办公	喜羊羊0715-4 36K算术本
乳品	伊利高钙低脂奶250ml
休闲食品	七鲜加州西梅100g
酒饮冲调	张裕集团 至宝特质三鞭酒 35度 500ml 单瓶装
粮油速食	西贝莜面村羊杂汤2.4斤方便速食好搭档加热即食方便菜
酒饮冲调	600ML古越龙山三年陈酿绍兴花雕酒
办公	派尼尔线圈本CCP100B57P01
家居	多美忆圣诞拉旗圣诞装饰品圣诞树套餐圣诞节装饰品彩旗吊旗门挂节日场景布置挂件毛毡拉旗-立体鹿05
汽车用品	汽车停车提示卡
休闲食品	亿芭利特级初榨橄榄油750ml
水产	鲜海带条250g*1盒
粮油速食	福迪宝微波墨鱼水饺280g*1盒
办公	有明飞行棋113盒
清洁	3M高曼无痕活动挂钩强力粘贴牢固不留残胶金属勾3只装
蔬菜	潍县萝卜礼盒
粮油速食	福临门雪花飘香长粒香粳米东北大米中粮出品5kg
酒饮冲调	500G*3赛润珍品蜂蜜礼盒
酒饮冲调	品得富日照绿茶5
酒饮冲调	老才臣香辣腐乳295g
家居	CEO-6965希艺欧分装瓶
香烟	泰山宏图烟
肉禽蛋	享安心鲜猪肉馅300g*1盒
清洁	汰渍洁净薰香薰衣草香氛洗衣皂238g
粮油速食	康师傅方便面红烧牛肉酸菜牛肉香辣牛肉鲜虾鱼板桶面泡面整箱
粮油速食	华光扇贝柱
水产	手卷紫菜28g
家居	浪莎袜8767
母婴	爱护婴儿洗衣液新生儿抑菌宝宝专用多效抑菌消毒2L
家居	视贝 螺旋螺口节能灯 23W
休闲食品	500ML*6德冠1689小麦啤酒
蔬菜	精选豆瓣
清洁	小禾灭蚊灯MW05
休闲食品	口水娃经典炒货泰国风味炒米五香味288g/袋
休闲食品	沃隆每日坚果大礼包成人零食节日礼物525g/21袋
运动	翔羽8009羽毛球拍
酒饮冲调	宁夏枸杞茶1
粮油速食	王致和烘焙馅料红豆沙500g自制刨冰红豆沙面包粽子
乳品	三元爱益学生配方奶粉专为中国学生设计900克
粮油速食	森王晶珍精品糯米端午粽子米1kg
蔬菜	切片冬瓜
办公	F长江B560-PD活页本
办公	屋屋橡皮泥W-512
乳品	200ML*4伊利QQ星香蕉味营养果汁酸
家居	源梦柔雅春秋被1.5*2M
休闲食品	100G百草味菠萝干
清洁	米娅240超薄日用10片
粮油速食	喜德旺 腐竹170g*1袋
酒饮冲调	2.08L怡宝纯净水
休闲食品	80ML*4旺旺吸吸冰香蕉+苹果
母婴	亨氏3段超金健儿优含海鱼宝宝营养面条256g无盐
家居	迪士尼保温杯HM1969
家居	金瀚乐尚便携餐具套装
清洁	碧丽珠家具护理喷蜡柑桔330ml护理蜡
家居	采菲泳裤
母婴	五羊婴儿金盏花洗发沐浴露1000ml
办公	维欧Q-6中性笔10+10
清洁	TM8324 Q-MO奇莫皇家至柔婴儿弹力裤
水果	黄金百香果袋
粮油速食	清香园桂花年糕2
个护	潘婷水润滋养洗发露400ml
粮油速食	130G得利斯海鲜肠
水产	天螯 阳澄湖 大闸蟹礼券899型 3.5两公3.0两母4对8只装
个护	佳洁士牙膏全优7效茶香清新牙膏120g7效合1清新口气全面健康防护
酒饮冲调	喜小瓶海盐柚子无糖气泡水500ml*2瓶
服饰内衣	宇艳裤子33
乳品	100G百吉福特浓棒棒奶酪草莓味
休闲食品	盼盼散称肉松饼
粮油速食	北大荒百年寒地五常稻花香5kg
个护	资生堂水之密语净润臻养洗发露倍润型600ml柔顺滋养保湿
玩具	拉拉布书宝宝布书婴儿玩具0-1岁婴幼儿早教儿童玩具撕不烂可咬6本布书礼盒生日礼物礼品
服饰内衣	福惠8802款直筒裤广火凤凰
水果	泰蓝thaiblue冷冻水果混合莓蓝莓/草莓/黑莓1袋装净重220g/袋
乳品	光明植物活力250ml原味乳酸菌1*3
